app_name,class_dex,types,matches
com.coinmarket.android.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.coinmarket.android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.coinmarket.android.apk,classes4.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinmarket.android.apk,classes4.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.coinmarket.android.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.coinmarket.android.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.coinmotion.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinmotion.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.coinmotion.apk,classes.dex,compiler,['r8']
com.coinmotion.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.coinpaprika.coins.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinpaprika.coins.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'ro.hardware check', 'ro.kernel.qemu check']"
com.coinpaprika.coins.apk,classes.dex,compiler,['r8']
com.coinpaprika.coins.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.coinpaprika.coins.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.coinpay.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinpay.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check']"
com.coinpay.apk,classes.dex,compiler,['r8']
com.coinpoket.apk,classes2.dex,compiler,['dexlib 2.x']
com.coinpoket.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinpoket.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
com.coinpoket.apk,classes.dex,compiler,['dexlib 2.x']
com.CoinsBank.CoinsBank.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.CoinsBank.CoinsBank.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
com.CoinsBank.CoinsBank.apk,classes.dex,compiler,['r8']
com.CoinsBank.CoinsBank.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.coinspot.app.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinspot.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'Build.TAGS check']"
com.coinspot.app.apk,classes.dex,compiler,['r8']
com.colodax.colodax.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.colodax.colodax.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.colodax.colodax.apk,classes.dex,compiler,['r8']
com.coolbitx.cwsapp.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.coolbitx.cwsapp.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.coolbitx.cwsapp.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.coolbitx.cwsapp.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coolbitx.cwsapp.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.coolbitx.cwsapp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.coolbitx.cwsapp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.coolbitx.cwsapp.apk,classes.dex,compiler,['r8']
com.crypter.cryptocyrrency.apk,assets/audience_network.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.crypter.cryptocyrrency.apk,assets/audience_network.dex,anti_vm,['possible Build.SERIAL check']
com.crypter.cryptocyrrency.apk,assets/audience_network.dex,compiler,['unknown (please file detection issue!)']
com.crypter.cryptocyrrency.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.crypter.cryptocyrrency.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check']"
com.crypter.cryptocyrrency.apk,classes.dex,compiler,['r8']
com.crypter.cryptocyrrency.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.crypter.cryptocyrrency.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'network operator name check']"
com.crypter.cryptocyrrency.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.cryptocurrency.exchange.app.online.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'possible VM check']"
com.cryptocurrency.exchange.app.online.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.cryptocurrency.exchange.app.online.apk,classes.dex,manipulator,['dexmerge']
com.cryptocurrency.exchange.app.online.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'network operator name check']"
com.cryptocurrency.exchange.app.online.apk,classes3.dex,compiler,['dx (possible dexmerge)']
com.cryptocurrency.exchange.app.online.apk,classes3.dex,manipulator,['dexmerge']
com.cryptocurrency.exchange.app.online.apk,classes2.dex,compiler,['dx (possible dexmerge)']
com.cryptocurrency.exchange.app.online.apk,classes2.dex,manipulator,['dexmerge']
com.cryptocurrency.jtechtrade.apk,assets/audience_network.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.cryptocurrency.jtechtrade.apk,assets/audience_network.dex,anti_vm,['possible Build.SERIAL check']
com.cryptocurrency.jtechtrade.apk,assets/audience_network.dex,compiler,['unknown (please file detection issue!)']
com.cryptocurrency.jtechtrade.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check', 'possible VM check']"
com.cryptocurrency.jtechtrade.apk,classes.dex,compiler,['r8']
com.cryptocurrency.jtechtrade.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.cryptocurrency.jtechtrade.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check', 'possible VM check']"
com.cryptocurrency.jtechtrade.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.cryptocurrency.jtechtrade.apk,classes3.dex,anti_vm,['Build.MANUFACTURER check']
com.cryptocurrency.jtechtrade.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.cryptooriented.exchanges.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'network operator name check']"
com.cryptooriented.exchanges.apk,classes.dex,compiler,['dx']
com.currency.exchange.prod2.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.currency.exchange.prod2.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'ro.kernel.qemu check']"
com.currency.exchange.prod2.apk,classes.dex,compiler,['r8']
com.czprime.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.czprime.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.czprime.apk,classes.dex,compiler,['r8']
com.czprime.apk,classes2.dex,anti_vm,['Build.MANUFACTURER check']
com.czprime.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.digifinex.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
com.digifinex.app.apk,classes.dex,compiler,['r8']
com.digifinex.app.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.digifinex.app.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'subscriber ID check', 'emulator file check']"
com.digifinex.app.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.digifinex.app.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.digifinex.app.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.digifinex.app.apk,lib/arm64-v8a/libsgmain.so!classes.dex,anti_vm,['subscriber ID check']
com.digifinex.app.apk,lib/arm64-v8a/libsgmain.so!classes.dex,compiler,['dx']
com.digifinex.app.apk,lib/arm64-v8a/libsgsecuritybody.so!classes.dex,compiler,['dx']
com.digifinex.app.apk,lib/armeabi-v7a/libsgmain.so!classes.dex,anti_vm,['subscriber ID check']
com.digifinex.app.apk,lib/armeabi-v7a/libsgmain.so!classes.dex,compiler,['dx']
com.digifinex.app.apk,lib/armeabi-v7a/libsgsecuritybody.so!classes.dex,compiler,['dx']
com.dmaxwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.dmaxwallet.apk,classes.dex,compiler,['r8']
com.dmaxwallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.doge.dex.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.doge.dex.apk,classes.dex,compiler,['r8']
com.dsdaq.mobiletrader.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.dsdaq.mobiletrader.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'SIM operator check', 'network operator name check']"
com.dsdaq.mobiletrader.apk,classes.dex,compiler,['r8']
com.emberfund.ember.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'network operator name check', 'device ID check', 'ro.kernel.qemu check']"
com.emberfund.ember.apk,classes.dex,compiler,['r8']
com.emberfund.ember.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check', 'possible VM check']"
com.emberfund.ember.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.escrowspace.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.escrowspace.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.escrowspace.apk,classes.dex,compiler,['r8 without marker (suspicious)']
com.escrowspace.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.evercoin.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.evercoin.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.evercoin.apk,classes.dex,compiler,['r8']
com.evercoin.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.evraon.trading.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.evraon.trading.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
com.evraon.trading.apk,classes.dex,compiler,['r8']
com.evraon.trading.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.evraon.trading.apk,classes2.dex,anti_vm,"['Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.evraon.trading.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.evraon.trading.apk,classes2.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.exmo.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check', 'ro.kernel.qemu check']"
com.exmo.apk,classes.dex,compiler,['r8']
com.exmo.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.exmo.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes4.dex,obfuscator,['unreadable field names']
com.exmo.apk,classes5.dex,anti_vm,['Build.MANUFACTURER check']
com.exmo.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes6.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.exmo.apk,classes6.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
com.exmo.apk,classes6.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes7.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes8.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.exmo.apk,classes8.dex,compiler,['r8 without marker (suspicious)']
com.exmo.apk,classes9.dex,compiler,['r8 without marker (suspicious)']
com.farhadmarket.app.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.farhadmarket.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
com.farhadmarket.app.apk,classes.dex,compiler,['r8']
com.farhadmarket.app.apk,classes2.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.TAGS check', 'network operator name check', 'possible ro.secure check']"
com.farhadmarket.app.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.farhadmarket.app.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.flashift.flashift.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check']"
com.flashift.flashift.apk,classes.dex,compiler,['r8']
com.flashift.flashift.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible VM check']"
com.flashift.flashift.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.flitaa.app.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.flitaa.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check']"
com.flitaa.app.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.fluidcoins.fluidcoins.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.fluidcoins.fluidcoins.apk,classes.dex,compiler,['r8']
com.fluidcoins.fluidcoins.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.fluidcoins.fluidcoins.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.fluidcoins.fluidcoins.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.flutter.litebit.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check']"
com.flutter.litebit.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.flutter.litebit.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.flutter.litebit.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'device ID check', 'possible VM check']"
com.flutter.litebit.apk,classes2.dex,compiler,['dx']
com.flutter.litebit.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.flutter.litebit.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
